,season,round,driver,driver_points,driver_wins,driver_standings_pos
0,2015,1,hamilton,0.0,0.0,0.0
1,2015,1,rosberg,0.0,0.0,0.0
2,2015,1,vettel,0.0,0.0,0.0
3,2015,1,massa,0.0,0.0,0.0
4,2015,1,nasr,0.0,0.0,0.0
5,2015,1,ricciardo,0.0,0.0,0.0
6,2015,1,hulkenberg,0.0,0.0,0.0
7,2015,1,ericsson,0.0,0.0,0.0
8,2015,1,sainz,0.0,0.0,0.0
9,2015,1,perez,0.0,0.0,0.0
10,2015,1,button,0.0,0.0,0.0
11,2015,1,raikkonen,0.0,0.0,0.0
12,2015,1,max_verstappen,0.0,0.0,0.0
13,2015,1,grosjean,0.0,0.0,0.0
14,2015,1,maldonado,0.0,0.0,0.0
15,2015,1,kvyat,0.0,0.0,0.0
16,2015,1,kevin_magnussen,0.0,0.0,0.0
17,2015,1,bottas,0.0,0.0,0.0
18,2015,2,hamilton,25.0,1.0,1.0
19,2015,2,vettel,15.0,0.0,3.0
20,2015,2,rosberg,18.0,0.0,2.0
21,2015,2,massa,12.0,0.0,4.0
22,2015,2,raikkonen,0.0,0.0,12.0
23,2015,2,nasr,10.0,0.0,5.0
24,2015,2,bottas,0.0,0.0,18.0
25,2015,2,ricciardo,8.0,0.0,6.0
26,2015,2,hulkenberg,6.0,0.0,7.0
27,2015,2,max_verstappen,0.0,0.0,13.0
28,2015,2,sainz,2.0,0.0,9.0
29,2015,2,ericsson,4.0,0.0,8.0
30,2015,2,kvyat,0.0,0.0,16.0
31,2015,2,perez,1.0,0.0,10.0
32,2015,2,grosjean,0.0,0.0,14.0
33,2015,2,button,0.0,0.0,11.0
34,2015,2,merhi,0.0,0.0,0.0
35,2015,2,maldonado,0.0,0.0,15.0
36,2015,2,kevin_magnussen,0.0,0.0,17.0
37,2015,2,alonso,0.0,0.0,0.0
38,2015,2,stevens,0.0,0.0,0.0
39,2015,3,hamilton,43.0,1.0,1.0
40,2015,3,vettel,40.0,1.0,2.0
41,2015,3,rosberg,33.0,0.0,3.0
42,2015,3,massa,20.0,0.0,4.0
43,2015,3,raikkonen,12.0,0.0,5.0
44,2015,3,bottas,10.0,0.0,7.0
45,2015,3,nasr,10.0,0.0,6.0
46,2015,3,ricciardo,9.0,0.0,8.0
47,2015,3,grosjean,0.0,0.0,15.0
48,2015,3,hulkenberg,6.0,0.0,9.0
49,2015,3,max_verstappen,6.0,0.0,10.0
50,2015,3,sainz,6.0,0.0,11.0
51,2015,3,ericsson,4.0,0.0,12.0
52,2015,3,kvyat,2.0,0.0,13.0
53,2015,3,perez,1.0,0.0,14.0
54,2015,3,button,0.0,0.0,16.0
55,2015,3,alonso,0.0,0.0,20.0
56,2015,3,merhi,0.0,0.0,17.0
57,2015,3,stevens,0.0,0.0,21.0
58,2015,3,maldonado,0.0,0.0,18.0
59,2015,3,kevin_magnussen,0.0,0.0,19.0
60,2015,4,hamilton,68.0,2.0,1.0
61,2015,4,rosberg,51.0,0.0,3.0
62,2015,4,vettel,55.0,1.0,2.0
63,2015,4,raikkonen,24.0,0.0,5.0
64,2015,4,massa,30.0,0.0,4.0
65,2015,4,bottas,18.0,0.0,6.0
66,2015,4,ricciardo,11.0,0.0,8.0
67,2015,4,nasr,14.0,0.0,7.0
68,2015,4,grosjean,6.0,0.0,9.0
69,2015,4,hulkenberg,6.0,0.0,10.0
70,2015,4,max_verstappen,6.0,0.0,11.0
71,2015,4,sainz,6.0,0.0,12.0
72,2015,4,perez,1.0,0.0,15.0
73,2015,4,ericsson,5.0,0.0,13.0
74,2015,4,kvyat,2.0,0.0,14.0
75,2015,4,alonso,0.0,0.0,17.0
76,2015,4,button,0.0,0.0,16.0
77,2015,4,merhi,0.0,0.0,18.0
78,2015,4,stevens,0.0,0.0,19.0
79,2015,4,maldonado,0.0,0.0,20.0
80,2015,4,kevin_magnussen,0.0,0.0,21.0
81,2015,5,hamilton,93.0,3.0,1.0
82,2015,5,rosberg,66.0,0.0,2.0
83,2015,5,vettel,65.0,1.0,3.0
84,2015,5,raikkonen,42.0,0.0,4.0
85,2015,5,bottas,30.0,0.0,6.0
86,2015,5,massa,31.0,0.0,5.0
87,2015,5,ricciardo,19.0,0.0,7.0
88,2015,5,grosjean,12.0,0.0,9.0
89,2015,5,nasr,14.0,0.0,8.0
90,2015,5,sainz,6.0,0.0,12.0
91,2015,5,max_verstappen,6.0,0.0,11.0
92,2015,5,hulkenberg,6.0,0.0,10.0
93,2015,5,perez,5.0,0.0,13.0
94,2015,5,ericsson,5.0,0.0,14.0
95,2015,5,kvyat,4.0,0.0,15.0
96,2015,5,alonso,0.0,0.0,16.0
97,2015,5,button,0.0,0.0,17.0
98,2015,5,merhi,0.0,0.0,18.0
99,2015,5,stevens,0.0,0.0,19.0
100,2015,5,maldonado,0.0,0.0,20.0
101,2015,5,kevin_magnussen,0.0,0.0,21.0
102,2015,6,hamilton,111.0,3.0,1.0
103,2015,6,rosberg,91.0,1.0,2.0
104,2015,6,vettel,80.0,1.0,3.0
105,2015,6,raikkonen,52.0,0.0,4.0
106,2015,6,bottas,42.0,0.0,5.0
107,2015,6,massa,39.0,0.0,6.0
108,2015,6,ricciardo,25.0,0.0,7.0
109,2015,6,kvyat,5.0,0.0,15.0
110,2015,6,nasr,14.0,0.0,9.0
111,2015,6,grosjean,16.0,0.0,8.0
112,2015,6,perez,5.0,0.0,13.0
113,2015,6,sainz,8.0,0.0,10.0
114,2015,6,hulkenberg,6.0,0.0,12.0
115,2015,6,max_verstappen,6.0,0.0,11.0
116,2015,6,ericsson,5.0,0.0,14.0
117,2015,6,button,0.0,0.0,17.0
118,2015,6,alonso,0.0,0.0,16.0
119,2015,6,merhi,0.0,0.0,18.0
120,2015,6,stevens,0.0,0.0,19.0
121,2015,6,maldonado,0.0,0.0,20.0
122,2015,6,kevin_magnussen,0.0,0.0,21.0
123,2015,7,hamilton,126.0,3.0,1.0
124,2015,7,rosberg,116.0,2.0,2.0
125,2015,7,vettel,98.0,1.0,3.0
126,2015,7,raikkonen,60.0,0.0,4.0
127,2015,7,bottas,42.0,0.0,5.0
128,2015,7,massa,39.0,0.0,6.0
129,2015,7,ricciardo,35.0,0.0,7.0
130,2015,7,kvyat,17.0,0.0,8.0
131,2015,7,grosjean,16.0,0.0,10.0
132,2015,7,nasr,16.0,0.0,9.0
133,2015,7,perez,11.0,0.0,11.0
134,2015,7,hulkenberg,6.0,0.0,13.0
135,2015,7,sainz,9.0,0.0,12.0
136,2015,7,max_verstappen,6.0,0.0,14.0
137,2015,7,maldonado,0.0,0.0,20.0
138,2015,7,ericsson,5.0,0.0,15.0
139,2015,7,button,4.0,0.0,16.0
140,2015,7,alonso,0.0,0.0,17.0
141,2015,7,merhi,0.0,0.0,18.0
142,2015,7,stevens,0.0,0.0,19.0
143,2015,7,kevin_magnussen,0.0,0.0,21.0
144,2015,8,hamilton,151.0,4.0,1.0
145,2015,8,rosberg,134.0,2.0,2.0
146,2015,8,vettel,108.0,1.0,3.0
147,2015,8,raikkonen,72.0,0.0,4.0
148,2015,8,bottas,57.0,0.0,5.0
149,2015,8,massa,47.0,0.0,6.0
150,2015,8,ricciardo,35.0,0.0,7.0
151,2015,8,kvyat,19.0,0.0,8.0
152,2015,8,hulkenberg,10.0,0.0,12.0
153,2015,8,grosjean,17.0,0.0,9.0
154,2015,8,nasr,16.0,0.0,10.0
155,2015,8,perez,11.0,0.0,11.0
156,2015,8,maldonado,6.0,0.0,15.0
157,2015,8,max_verstappen,6.0,0.0,14.0
158,2015,8,sainz,9.0,0.0,13.0
159,2015,8,ericsson,5.0,0.0,16.0
160,2015,8,button,4.0,0.0,17.0
161,2015,8,alonso,0.0,0.0,18.0
162,2015,8,merhi,0.0,0.0,19.0
163,2015,8,stevens,0.0,0.0,20.0
164,2015,8,kevin_magnussen,0.0,0.0,21.0
165,2015,9,hamilton,169.0,4.0,1.0
166,2015,9,rosberg,159.0,3.0,2.0
167,2015,9,vettel,120.0,1.0,3.0
168,2015,9,bottas,67.0,0.0,5.0
169,2015,9,raikkonen,72.0,0.0,4.0
170,2015,9,massa,62.0,0.0,6.0
171,2015,9,ricciardo,36.0,0.0,7.0
172,2015,9,kvyat,19.0,0.0,8.0
173,2015,9,hulkenberg,18.0,0.0,9.0
174,2015,9,grosjean,17.0,0.0,10.0
175,2015,9,nasr,16.0,0.0,11.0
176,2015,9,perez,13.0,0.0,12.0
177,2015,9,maldonado,12.0,0.0,13.0
178,2015,9,max_verstappen,10.0,0.0,14.0
179,2015,9,sainz,9.0,0.0,15.0
180,2015,9,ericsson,5.0,0.0,16.0
181,2015,9,button,4.0,0.0,17.0
182,2015,9,alonso,0.0,0.0,18.0
183,2015,9,merhi,0.0,0.0,19.0
184,2015,9,stevens,0.0,0.0,20.0
185,2015,9,kevin_magnussen,0.0,0.0,21.0
186,2015,10,hamilton,194.0,5.0,1.0
187,2015,10,rosberg,177.0,3.0,2.0
188,2015,10,vettel,135.0,1.0,3.0
189,2015,10,bottas,77.0,0.0,4.0
190,2015,10,raikkonen,76.0,0.0,5.0
191,2015,10,massa,74.0,0.0,6.0
192,2015,10,ricciardo,36.0,0.0,7.0
193,2015,10,kvyat,27.0,0.0,8.0
194,2015,10,hulkenberg,24.0,0.0,9.0
195,2015,10,grosjean,17.0,0.0,10.0
196,2015,10,max_verstappen,10.0,0.0,14.0
197,2015,10,nasr,16.0,0.0,11.0
198,2015,10,perez,15.0,0.0,12.0
199,2015,10,maldonado,12.0,0.0,13.0
200,2015,10,alonso,1.0,0.0,18.0
201,2015,10,sainz,9.0,0.0,15.0
202,2015,10,button,4.0,0.0,17.0
203,2015,10,ericsson,5.0,0.0,16.0
204,2015,10,merhi,0.0,0.0,19.0
205,2015,10,stevens,0.0,0.0,20.0
206,2015,10,kevin_magnussen,0.0,0.0,21.0
207,2015,11,hamilton,202.0,5.0,1.0
208,2015,11,rosberg,181.0,3.0,2.0
209,2015,11,vettel,160.0,2.0,3.0
210,2015,11,raikkonen,76.0,0.0,5.0
211,2015,11,massa,74.0,0.0,6.0
212,2015,11,bottas,77.0,0.0,4.0
213,2015,11,kvyat,45.0,0.0,8.0
214,2015,11,ricciardo,51.0,0.0,7.0
215,2015,11,grosjean,23.0,0.0,10.0
216,2015,11,max_verstappen,22.0,0.0,11.0
217,2015,11,perez,15.0,0.0,13.0
218,2015,11,hulkenberg,24.0,0.0,9.0
219,2015,11,nasr,16.0,0.0,12.0
220,2015,11,maldonado,12.0,0.0,14.0
221,2015,11,alonso,11.0,0.0,15.0
222,2015,11,sainz,9.0,0.0,16.0
223,2015,11,ericsson,6.0,0.0,18.0
224,2015,11,button,6.0,0.0,17.0
225,2015,11,merhi,0.0,0.0,19.0
226,2015,11,stevens,0.0,0.0,20.0
227,2015,11,kevin_magnussen,0.0,0.0,21.0
228,2015,12,hamilton,227.0,6.0,1.0
229,2015,12,rosberg,199.0,3.0,2.0
230,2015,12,vettel,160.0,2.0,3.0
231,2015,12,massa,82.0,0.0,5.0
232,2015,12,raikkonen,82.0,0.0,4.0
233,2015,12,bottas,79.0,0.0,6.0
234,2015,12,kvyat,57.0,0.0,7.0
235,2015,12,ricciardo,51.0,0.0,8.0
236,2015,12,grosjean,38.0,0.0,9.0
237,2015,12,perez,25.0,0.0,11.0
238,2015,12,hulkenberg,24.0,0.0,12.0
239,2015,12,max_verstappen,26.0,0.0,10.0
240,2015,12,nasr,16.0,0.0,13.0
241,2015,12,maldonado,12.0,0.0,14.0
242,2015,12,alonso,11.0,0.0,15.0
243,2015,12,sainz,9.0,0.0,16.0
244,2015,12,ericsson,7.0,0.0,17.0
245,2015,12,button,6.0,0.0,18.0
246,2015,12,merhi,0.0,0.0,19.0
247,2015,12,stevens,0.0,0.0,20.0
248,2015,12,kevin_magnussen,0.0,0.0,21.0
249,2015,13,hamilton,252.0,7.0,1.0
250,2015,13,rosberg,199.0,3.0,2.0
251,2015,13,vettel,178.0,2.0,3.0
252,2015,13,raikkonen,92.0,0.0,5.0
253,2015,13,bottas,91.0,0.0,6.0
254,2015,13,massa,97.0,0.0,4.0
255,2015,13,ricciardo,55.0,0.0,8.0
256,2015,13,kvyat,58.0,0.0,7.0
257,2015,13,perez,33.0,0.0,10.0
258,2015,13,grosjean,38.0,0.0,9.0
259,2015,13,max_verstappen,26.0,0.0,12.0
260,2015,13,hulkenberg,30.0,0.0,11.0
261,2015,13,nasr,16.0,0.0,13.0
262,2015,13,maldonado,12.0,0.0,14.0
263,2015,13,alonso,11.0,0.0,15.0
264,2015,13,sainz,9.0,0.0,16.0
265,2015,13,ericsson,9.0,0.0,17.0
266,2015,13,button,6.0,0.0,18.0
267,2015,13,merhi,0.0,0.0,19.0
268,2015,13,stevens,0.0,0.0,20.0
269,2015,13,rossi,0.0,0.0,0.0
270,2015,13,kevin_magnussen,0.0,0.0,21.0
271,2015,14,hamilton,252.0,7.0,1.0
272,2015,14,rosberg,211.0,3.0,2.0
273,2015,14,vettel,203.0,3.0,3.0
274,2015,14,raikkonen,107.0,0.0,4.0
275,2015,14,bottas,101.0,0.0,5.0
276,2015,14,massa,97.0,0.0,6.0
277,2015,14,ricciardo,73.0,0.0,7.0
278,2015,14,kvyat,66.0,0.0,8.0
279,2015,14,grosjean,38.0,0.0,10.0
280,2015,14,perez,39.0,0.0,9.0
281,2015,14,hulkenberg,30.0,0.0,12.0
282,2015,14,max_verstappen,30.0,0.0,11.0
283,2015,14,nasr,17.0,0.0,13.0
284,2015,14,maldonado,12.0,0.0,14.0
285,2015,14,sainz,11.0,0.0,16.0
286,2015,14,alonso,11.0,0.0,15.0
287,2015,14,ericsson,9.0,0.0,17.0
288,2015,14,button,6.0,0.0,18.0
289,2015,14,merhi,0.0,0.0,19.0
290,2015,14,stevens,0.0,0.0,20.0
291,2015,14,rossi,0.0,0.0,21.0
292,2015,14,kevin_magnussen,0.0,0.0,22.0
293,2015,15,hamilton,277.0,8.0,1.0
294,2015,15,vettel,218.0,3.0,3.0
295,2015,15,rosberg,229.0,3.0,2.0
296,2015,15,raikkonen,119.0,0.0,4.0
297,2015,15,bottas,111.0,0.0,5.0
298,2015,15,massa,97.0,0.0,6.0
299,2015,15,kvyat,66.0,0.0,8.0
300,2015,15,ricciardo,73.0,0.0,7.0
301,2015,15,perez,39.0,0.0,10.0
302,2015,15,grosjean,44.0,0.0,9.0
303,2015,15,hulkenberg,38.0,0.0,11.0
304,2015,15,max_verstappen,32.0,0.0,12.0
305,2015,15,nasr,17.0,0.0,13.0
306,2015,15,maldonado,16.0,0.0,14.0
307,2015,15,sainz,12.0,0.0,15.0
308,2015,15,alonso,11.0,0.0,16.0
309,2015,15,ericsson,9.0,0.0,17.0
310,2015,15,button,6.0,0.0,18.0
311,2015,15,merhi,0.0,0.0,19.0
312,2015,15,stevens,0.0,0.0,20.0
313,2015,15,rossi,0.0,0.0,21.0
314,2015,15,kevin_magnussen,0.0,0.0,22.0
315,2015,16,hamilton,302.0,9.0,1.0
316,2015,16,vettel,236.0,3.0,2.0
317,2015,16,rosberg,229.0,3.0,3.0
318,2015,16,raikkonen,123.0,0.0,4.0
319,2015,16,bottas,111.0,0.0,5.0
320,2015,16,massa,109.0,0.0,6.0
321,2015,16,kvyat,76.0,0.0,7.0
322,2015,16,ricciardo,73.0,0.0,8.0
323,2015,16,perez,54.0,0.0,9.0
324,2015,16,max_verstappen,33.0,0.0,12.0
325,2015,16,grosjean,44.0,0.0,10.0
326,2015,16,hulkenberg,38.0,0.0,11.0
327,2015,16,nasr,25.0,0.0,13.0
328,2015,16,maldonado,22.0,0.0,14.0
329,2015,16,sainz,12.0,0.0,15.0
330,2015,16,button,8.0,0.0,18.0
331,2015,16,alonso,11.0,0.0,16.0
332,2015,16,ericsson,9.0,0.0,17.0
333,2015,16,merhi,0.0,0.0,19.0
334,2015,16,rossi,0.0,0.0,21.0
335,2015,16,stevens,0.0,0.0,20.0
336,2015,16,kevin_magnussen,0.0,0.0,22.0
337,2015,17,hamilton,327.0,10.0,1.0
338,2015,17,rosberg,247.0,3.0,3.0
339,2015,17,vettel,251.0,3.0,2.0
340,2015,17,bottas,111.0,0.0,5.0
341,2015,17,raikkonen,123.0,0.0,4.0
342,2015,17,massa,109.0,0.0,6.0
343,2015,17,kvyat,76.0,0.0,7.0
344,2015,17,ricciardo,74.0,0.0,8.0
345,2015,17,perez,64.0,0.0,9.0
346,2015,17,max_verstappen,45.0,0.0,10.0
347,2015,17,grosjean,44.0,0.0,11.0
348,2015,17,hulkenberg,38.0,0.0,12.0
349,2015,17,nasr,27.0,0.0,13.0
350,2015,17,maldonado,26.0,0.0,14.0
351,2015,17,sainz,18.0,0.0,15.0
352,2015,17,button,16.0,0.0,16.0
353,2015,17,alonso,11.0,0.0,17.0
354,2015,17,ericsson,9.0,0.0,18.0
355,2015,17,merhi,0.0,0.0,19.0
356,2015,17,rossi,0.0,0.0,20.0
357,2015,17,stevens,0.0,0.0,21.0
358,2015,17,kevin_magnussen,0.0,0.0,22.0
359,2015,18,hamilton,345.0,10.0,1.0
360,2015,18,rosberg,272.0,4.0,2.0
361,2015,18,vettel,251.0,3.0,3.0
362,2015,18,bottas,126.0,0.0,4.0
363,2015,18,raikkonen,123.0,0.0,5.0
364,2015,18,massa,117.0,0.0,6.0
365,2015,18,kvyat,88.0,0.0,7.0
366,2015,18,ricciardo,84.0,0.0,8.0
367,2015,18,perez,68.0,0.0,9.0
368,2015,18,hulkenberg,44.0,0.0,12.0
369,2015,18,grosjean,45.0,0.0,11.0
370,2015,18,max_verstappen,47.0,0.0,10.0
371,2015,18,nasr,27.0,0.0,13.0
372,2015,18,maldonado,26.0,0.0,14.0
373,2015,18,sainz,18.0,0.0,15.0
374,2015,18,button,16.0,0.0,16.0
375,2015,18,alonso,11.0,0.0,17.0
376,2015,18,ericsson,9.0,0.0,18.0
377,2015,18,merhi,0.0,0.0,19.0
378,2015,18,rossi,0.0,0.0,20.0
379,2015,18,stevens,0.0,0.0,21.0
380,2015,18,kevin_magnussen,0.0,0.0,22.0
381,2015,19,hamilton,363.0,10.0,1.0
382,2015,19,rosberg,297.0,5.0,2.0
383,2015,19,vettel,266.0,3.0,3.0
384,2015,19,raikkonen,135.0,0.0,5.0
385,2015,19,bottas,136.0,0.0,4.0
386,2015,19,massa,117.0,0.0,6.0
387,2015,19,kvyat,94.0,0.0,7.0
388,2015,19,ricciardo,84.0,0.0,8.0
389,2015,19,perez,68.0,0.0,9.0
390,2015,19,hulkenberg,52.0,0.0,10.0
391,2015,19,grosjean,49.0,0.0,11.0
392,2015,19,max_verstappen,49.0,0.0,12.0
393,2015,19,nasr,27.0,0.0,13.0
394,2015,19,maldonado,27.0,0.0,14.0
395,2015,19,sainz,18.0,0.0,15.0
396,2015,19,button,16.0,0.0,16.0
397,2015,19,alonso,11.0,0.0,17.0
398,2015,19,ericsson,9.0,0.0,18.0
399,2015,19,merhi,0.0,0.0,19.0
400,2015,19,rossi,0.0,0.0,20.0
401,2015,19,stevens,0.0,0.0,21.0
402,2015,19,kevin_magnussen,0.0,0.0,22.0
403,2016,1,rosberg,0.0,0.0,0.0
404,2016,1,hamilton,0.0,0.0,0.0
405,2016,1,vettel,0.0,0.0,0.0
406,2016,1,ricciardo,0.0,0.0,0.0
407,2016,1,massa,0.0,0.0,0.0
408,2016,1,grosjean,0.0,0.0,0.0
409,2016,1,hulkenberg,0.0,0.0,0.0
410,2016,1,bottas,0.0,0.0,0.0
411,2016,1,sainz,0.0,0.0,0.0
412,2016,1,max_verstappen,0.0,0.0,0.0
413,2016,1,jolyon_palmer,0.0,0.0,0.0
414,2016,1,kevin_magnussen,0.0,0.0,0.0
415,2016,1,perez,0.0,0.0,0.0
416,2016,1,button,0.0,0.0,0.0
417,2016,1,nasr,0.0,0.0,0.0
418,2016,1,wehrlein,0.0,0.0,0.0
419,2016,1,ericsson,0.0,0.0,0.0
420,2016,1,raikkonen,0.0,0.0,0.0
421,2016,1,haryanto,0.0,0.0,0.0
422,2016,1,gutierrez,0.0,0.0,0.0
423,2016,1,alonso,0.0,0.0,0.0
424,2016,1,kvyat,0.0,0.0,0.0
425,2016,2,rosberg,25.0,1.0,1.0
426,2016,2,hamilton,18.0,0.0,2.0
427,2016,2,ricciardo,12.0,0.0,4.0
428,2016,2,raikkonen,0.0,0.0,18.0
429,2016,2,grosjean,8.0,0.0,6.0
430,2016,2,vettel,15.0,0.0,3.0
431,2016,2,massa,10.0,0.0,5.0
432,2016,2,max_verstappen,1.0,0.0,10.0
433,2016,2,hulkenberg,6.0,0.0,7.0
434,2016,2,kvyat,0.0,0.0,22.0
435,2016,2,bottas,4.0,0.0,8.0
436,2016,2,sainz,2.0,0.0,9.0
437,2016,2,vandoorne,0.0,0.0,0.0
438,2016,2,kevin_magnussen,0.0,0.0,12.0
439,2016,2,jolyon_palmer,0.0,0.0,11.0
440,2016,2,ericsson,0.0,0.0,17.0
441,2016,2,perez,0.0,0.0,13.0
442,2016,2,wehrlein,0.0,0.0,16.0
443,2016,2,nasr,0.0,0.0,15.0
444,2016,2,button,0.0,0.0,14.0
445,2016,2,haryanto,0.0,0.0,19.0
446,2016,2,gutierrez,0.0,0.0,20.0
447,2016,2,alonso,0.0,0.0,21.0
448,2016,3,rosberg,50.0,2.0,1.0
449,2016,3,hamilton,33.0,0.0,2.0
450,2016,3,ricciardo,24.0,0.0,3.0
451,2016,3,vettel,15.0,0.0,6.0
452,2016,3,raikkonen,18.0,0.0,4.0
453,2016,3,massa,14.0,0.0,7.0
454,2016,3,kvyat,6.0,0.0,10.0
455,2016,3,grosjean,18.0,0.0,5.0
456,2016,3,max_verstappen,9.0,0.0,8.0
457,2016,3,bottas,6.0,0.0,11.0
458,2016,3,hulkenberg,6.0,0.0,9.0
459,2016,3,sainz,2.0,0.0,12.0
460,2016,3,vandoorne,1.0,0.0,13.0
461,2016,3,kevin_magnussen,0.0,0.0,14.0
462,2016,3,perez,0.0,0.0,17.0
463,2016,3,jolyon_palmer,0.0,0.0,15.0
464,2016,3,ericsson,0.0,0.0,16.0
465,2016,3,alonso,0.0,0.0,23.0
466,2016,3,button,0.0,0.0,20.0
467,2016,3,wehrlein,0.0,0.0,18.0
468,2016,3,nasr,0.0,0.0,19.0
469,2016,3,gutierrez,0.0,0.0,22.0
470,2016,3,haryanto,0.0,0.0,21.0
471,2016,4,rosberg,75.0,3.0,1.0
472,2016,4,hamilton,39.0,0.0,2.0
473,2016,4,raikkonen,28.0,0.0,5.0
474,2016,4,ricciardo,36.0,0.0,3.0
475,2016,4,vettel,33.0,0.0,4.0
476,2016,4,massa,22.0,0.0,6.0
477,2016,4,grosjean,18.0,0.0,8.0
478,2016,4,kvyat,21.0,0.0,7.0
479,2016,4,bottas,7.0,0.0,10.0
480,2016,4,max_verstappen,13.0,0.0,9.0
481,2016,4,alonso,0.0,0.0,18.0
482,2016,4,kevin_magnussen,0.0,0.0,14.0
483,2016,4,hulkenberg,6.0,0.0,11.0
484,2016,4,sainz,4.0,0.0,12.0
485,2016,4,perez,0.0,0.0,15.0
486,2016,4,button,0.0,0.0,19.0
487,2016,4,vandoorne,1.0,0.0,13.0
488,2016,4,jolyon_palmer,0.0,0.0,16.0
489,2016,4,ericsson,0.0,0.0,17.0
490,2016,4,wehrlein,0.0,0.0,20.0
491,2016,4,nasr,0.0,0.0,21.0
492,2016,4,gutierrez,0.0,0.0,22.0
493,2016,4,haryanto,0.0,0.0,23.0
494,2016,5,rosberg,100.0,4.0,1.0
495,2016,5,raikkonen,43.0,0.0,3.0
496,2016,5,hamilton,57.0,0.0,2.0
497,2016,5,vettel,33.0,0.0,5.0
498,2016,5,ricciardo,36.0,0.0,4.0
499,2016,5,max_verstappen,13.0,0.0,10.0
500,2016,5,massa,32.0,0.0,6.0
501,2016,5,bottas,19.0,0.0,9.0
502,2016,5,kvyat,21.0,0.0,8.0
503,2016,5,grosjean,22.0,0.0,7.0
504,2016,5,sainz,4.0,0.0,14.0
505,2016,5,alonso,8.0,0.0,11.0
506,2016,5,perez,2.0,0.0,15.0
507,2016,5,kevin_magnussen,6.0,0.0,12.0
508,2016,5,hulkenberg,6.0,0.0,13.0
509,2016,5,button,1.0,0.0,16.0
510,2016,5,vandoorne,1.0,0.0,17.0
511,2016,5,jolyon_palmer,0.0,0.0,18.0
512,2016,5,gutierrez,0.0,0.0,22.0
513,2016,5,ericsson,0.0,0.0,19.0
514,2016,5,wehrlein,0.0,0.0,20.0
515,2016,5,nasr,0.0,0.0,21.0
516,2016,5,haryanto,0.0,0.0,23.0
517,2016,6,rosberg,100.0,4.0,1.0
518,2016,6,hamilton,57.0,0.0,3.0
519,2016,6,ricciardo,48.0,0.0,5.0
520,2016,6,raikkonen,61.0,0.0,2.0
521,2016,6,vettel,48.0,0.0,4.0
522,2016,6,max_verstappen,38.0,1.0,6.0
523,2016,6,massa,36.0,0.0,7.0
524,2016,6,bottas,29.0,0.0,8.0
525,2016,6,perez,8.0,0.0,13.0
526,2016,6,kvyat,22.0,0.0,9.0
527,2016,6,grosjean,22.0,0.0,10.0
528,2016,6,alonso,8.0,0.0,12.0
529,2016,6,sainz,12.0,0.0,11.0
530,2016,6,hulkenberg,6.0,0.0,15.0
531,2016,6,kevin_magnussen,6.0,0.0,14.0
532,2016,6,button,3.0,0.0,16.0
533,2016,6,vandoorne,1.0,0.0,17.0
534,2016,6,gutierrez,0.0,0.0,19.0
535,2016,6,jolyon_palmer,0.0,0.0,18.0
536,2016,6,ericsson,0.0,0.0,20.0
537,2016,6,wehrlein,0.0,0.0,21.0
538,2016,6,nasr,0.0,0.0,22.0
539,2016,6,haryanto,0.0,0.0,23.0
540,2016,7,rosberg,106.0,4.0,1.0
541,2016,7,hamilton,82.0,1.0,2.0
542,2016,7,vettel,60.0,0.0,5.0
543,2016,7,ricciardo,66.0,0.0,3.0
544,2016,7,raikkonen,61.0,0.0,4.0
545,2016,7,max_verstappen,38.0,1.0,6.0
546,2016,7,bottas,29.0,0.0,8.0
547,2016,7,massa,37.0,0.0,7.0
548,2016,7,perez,23.0,0.0,9.0
549,2016,7,kvyat,22.0,0.0,10.0
550,2016,7,grosjean,22.0,0.0,11.0
551,2016,7,alonso,18.0,0.0,12.0
552,2016,7,hulkenberg,14.0,0.0,14.0
553,2016,7,sainz,16.0,0.0,13.0
554,2016,7,kevin_magnussen,6.0,0.0,15.0
555,2016,7,button,5.0,0.0,16.0
556,2016,7,vandoorne,1.0,0.0,17.0
557,2016,7,gutierrez,0.0,0.0,18.0
558,2016,7,jolyon_palmer,0.0,0.0,19.0
559,2016,7,ericsson,0.0,0.0,20.0
560,2016,7,wehrlein,0.0,0.0,21.0
561,2016,7,nasr,0.0,0.0,22.0
562,2016,7,haryanto,0.0,0.0,23.0
563,2016,8,rosberg,116.0,4.0,1.0
564,2016,8,hamilton,107.0,2.0,2.0
565,2016,8,vettel,78.0,0.0,3.0
566,2016,8,raikkonen,69.0,0.0,5.0
567,2016,8,ricciardo,72.0,0.0,4.0
568,2016,8,max_verstappen,50.0,1.0,6.0
569,2016,8,bottas,44.0,0.0,7.0
570,2016,8,perez,24.0,0.0,9.0
571,2016,8,massa,37.0,0.0,8.0
572,2016,8,kvyat,22.0,0.0,10.0
573,2016,8,grosjean,22.0,0.0,11.0
574,2016,8,hulkenberg,18.0,0.0,13.0
575,2016,8,alonso,18.0,0.0,12.0
576,2016,8,sainz,18.0,0.0,14.0
577,2016,8,kevin_magnussen,6.0,0.0,15.0
578,2016,8,button,5.0,0.0,16.0
579,2016,8,vandoorne,1.0,0.0,17.0
580,2016,8,gutierrez,0.0,0.0,18.0
581,2016,8,jolyon_palmer,0.0,0.0,19.0
582,2016,8,ericsson,0.0,0.0,20.0
