,season,round,driver,driver_points,driver_wins,driver_standings_pos
2828,2021,15,max_verstappen,0.0,7.0,1.0
2829,2021,15,bottas,141.0,0.0,3.0
2830,2021,15,norris,132.0,0.0,4.0
2831,2021,15,perez,118.0,1.0,5.0
2832,2021,15,sainz,0.0,0.0,7.0
2833,2021,15,leclerc,104.0,0.0,6.0
2834,2021,15,ricciardo,83.0,1.0,8.0
2835,2021,15,gasly,66.0,0.0,9.0
2836,2021,15,alonso,50.0,0.0,10.0
2837,2021,15,ocon,45.0,1.0,11.0
2838,2021,15,vettel,35.0,0.0,12.0
2839,2021,15,stroll,24.0,0.0,13.0
2840,2021,15,tsunoda,18.0,0.0,14.0
2841,2021,15,russell,15.0,0.0,15.0
2842,2021,15,latifi,7.0,0.0,16.0
2843,2021,15,raikkonen,2.0,0.0,17.0
2844,2021,15,giovinazzi,1.0,0.0,18.0
2845,2021,15,mick_schumacher,0.0,0.0,19.0
2846,2021,15,kubica,0.0,0.0,20.0
2847,2021,15,mazepin,0.0,0.0,21.0
2848,2021,16,max_verstappen,0.0,7.0,2.0
2849,2021,16,hamilton,0.0,5.0,1.0
2850,2021,16,bottas,151.0,0.0,3.0
2851,2021,16,norris,139.0,0.0,4.0
2852,2021,16,perez,120.0,1.0,5.0
2853,2021,16,sainz,0.0,0.0,6.0
2854,2021,16,leclerc,104.0,0.0,7.0
2855,2021,16,ricciardo,95.0,1.0,8.0
2856,2021,16,gasly,66.0,0.0,9.0
2857,2021,16,alonso,58.0,0.0,10.0
2858,2021,16,ocon,45.0,1.0,11.0
2859,2021,16,vettel,35.0,0.0,12.0
2860,2021,16,stroll,24.0,0.0,13.0
2861,2021,16,tsunoda,18.0,0.0,14.0
2862,2021,16,russell,16.0,0.0,15.0
2863,2021,16,latifi,7.0,0.0,16.0
2864,2021,16,raikkonen,6.0,0.0,17.0
2865,2021,16,giovinazzi,1.0,0.0,18.0
2866,2021,16,mick_schumacher,0.0,0.0,19.0
2867,2021,16,kubica,0.0,0.0,20.0
2868,2021,16,mazepin,0.0,0.0,21.0
2869,2021,17,max_verstappen,0.0,7.0,1.0
2870,2021,17,hamilton,0.0,5.0,2.0
2871,2021,17,bottas,177.0,1.0,3.0
2872,2021,17,perez,135.0,1.0,5.0
2873,2021,17,norris,145.0,0.0,4.0
2874,2021,17,leclerc,116.0,0.0,7.0
2875,2021,17,sainz,0.0,0.0,6.0
2876,2021,17,ricciardo,95.0,1.0,8.0
2877,2021,17,gasly,74.0,0.0,9.0
2878,2021,17,alonso,58.0,0.0,10.0
2879,2021,17,ocon,46.0,1.0,11.0
2880,2021,17,vettel,35.0,0.0,12.0
2881,2021,17,stroll,26.0,0.0,13.0
2882,2021,17,tsunoda,18.0,0.0,14.0
2883,2021,17,russell,16.0,0.0,15.0
2884,2021,17,latifi,7.0,0.0,16.0
2885,2021,17,raikkonen,6.0,0.0,17.0
2886,2021,17,giovinazzi,1.0,0.0,18.0
2887,2021,17,mick_schumacher,0.0,0.0,19.0
2888,2021,17,kubica,0.0,0.0,20.0
2889,2021,17,mazepin,0.0,0.0,21.0
2890,2021,18,max_verstappen,0.0,8.0,1.0
2891,2021,18,hamilton,0.0,5.0,2.0
2892,2021,18,bottas,185.0,1.0,3.0
2893,2021,18,perez,150.0,1.0,4.0
2894,2021,18,norris,149.0,0.0,5.0
2895,2021,18,leclerc,128.0,0.0,6.0
2896,2021,18,sainz,0.0,0.0,7.0
2897,2021,18,ricciardo,105.0,1.0,8.0
2898,2021,18,gasly,74.0,0.0,9.0
2899,2021,18,alonso,58.0,0.0,10.0
2900,2021,18,ocon,46.0,1.0,11.0
2901,2021,18,vettel,36.0,0.0,12.0
2902,2021,18,stroll,26.0,0.0,13.0
2903,2021,18,tsunoda,20.0,0.0,14.0
2904,2021,18,russell,16.0,0.0,15.0
2905,2021,18,raikkonen,6.0,0.0,17.0
2906,2021,18,latifi,7.0,0.0,16.0
2907,2021,18,giovinazzi,1.0,0.0,18.0
2908,2021,18,mick_schumacher,0.0,0.0,19.0
2909,2021,18,kubica,0.0,0.0,20.0
2910,2021,18,mazepin,0.0,0.0,21.0
2911,2021,19,max_verstappen,0.0,9.0,1.0
2912,2021,19,hamilton,0.0,5.0,2.0
2913,2021,19,bottas,185.0,1.0,3.0
2914,2021,19,perez,165.0,1.0,4.0
2915,2021,19,norris,150.0,0.0,5.0
2916,2021,19,leclerc,138.0,0.0,6.0
2917,2021,19,sainz,0.0,0.0,7.0
2918,2021,19,ricciardo,105.0,1.0,8.0
2919,2021,19,gasly,86.0,0.0,9.0
2920,2021,19,alonso,60.0,0.0,10.0
2921,2021,19,ocon,46.0,1.0,11.0
2922,2021,19,vettel,42.0,0.0,12.0
2923,2021,19,stroll,26.0,0.0,13.0
2924,2021,19,tsunoda,20.0,0.0,14.0
2925,2021,19,russell,16.0,0.0,15.0
2926,2021,19,raikkonen,10.0,0.0,16.0
2927,2021,19,latifi,7.0,0.0,17.0
2928,2021,19,giovinazzi,1.0,0.0,18.0
2929,2021,19,mick_schumacher,0.0,0.0,19.0
2930,2021,19,kubica,0.0,0.0,20.0
2931,2021,19,mazepin,0.0,0.0,21.0
2932,2021,20,max_verstappen,0.0,9.0,1.0
2933,2021,20,hamilton,0.0,6.0,2.0
2934,2021,20,bottas,203.0,1.0,3.0
2935,2021,20,perez,178.0,1.0,4.0
2936,2021,20,norris,151.0,0.0,5.0
2937,2021,20,leclerc,148.0,0.0,6.0
2938,2021,20,sainz,0.0,0.0,7.0
2939,2021,20,ricciardo,105.0,1.0,8.0
2940,2021,20,gasly,92.0,0.0,9.0
2941,2021,20,alonso,62.0,0.0,10.0
2942,2021,20,ocon,50.0,1.0,11.0
2943,2021,20,vettel,42.0,0.0,12.0
2944,2021,20,stroll,26.0,0.0,13.0
2945,2021,20,tsunoda,20.0,0.0,14.0
2946,2021,20,russell,16.0,0.0,15.0
2947,2021,20,raikkonen,10.0,0.0,16.0
2948,2021,20,latifi,7.0,0.0,17.0
2949,2021,20,giovinazzi,1.0,0.0,18.0
2950,2021,20,mick_schumacher,0.0,0.0,19.0
2951,2021,20,kubica,0.0,0.0,20.0
2952,2021,20,mazepin,0.0,0.0,21.0
2953,2021,21,max_verstappen,0.0,9.0,1.0
2954,2021,21,hamilton,0.0,7.0,2.0
2955,2021,21,bottas,203.0,1.0,3.0
2956,2021,21,perez,190.0,1.0,4.0
2957,2021,21,leclerc,152.0,0.0,6.0
2958,2021,21,norris,153.0,0.0,5.0
2959,2021,21,sainz,0.0,0.0,7.0
2960,2021,21,ricciardo,105.0,1.0,8.0
2961,2021,21,gasly,92.0,0.0,9.0
2962,2021,21,alonso,77.0,0.0,10.0
2963,2021,21,ocon,60.0,1.0,11.0
2964,2021,21,vettel,43.0,0.0,12.0
2965,2021,21,stroll,34.0,0.0,13.0
2966,2021,21,tsunoda,20.0,0.0,14.0
2967,2021,21,russell,16.0,0.0,15.0
2968,2021,21,raikkonen,10.0,0.0,16.0
2969,2021,21,latifi,7.0,0.0,17.0
2970,2021,21,giovinazzi,1.0,0.0,18.0
2971,2021,21,mick_schumacher,0.0,0.0,19.0
2972,2021,21,kubica,0.0,0.0,20.0
2973,2021,21,mazepin,0.0,0.0,21.0
2974,2021,22,max_verstappen,0.0,9.0,1.0
2975,2021,22,hamilton,0.0,8.0,2.0
2976,2021,22,bottas,218.0,1.0,3.0
2977,2021,22,perez,190.0,1.0,4.0
2978,2021,22,sainz,0.0,0.0,7.0
2979,2021,22,norris,154.0,0.0,6.0
2980,2021,22,leclerc,158.0,0.0,5.0
2981,2021,22,ricciardo,115.0,1.0,8.0
2982,2021,22,gasly,100.0,0.0,9.0
2983,2021,22,alonso,77.0,0.0,10.0
2984,2021,22,ocon,72.0,1.0,11.0
2985,2021,22,vettel,43.0,0.0,12.0
2986,2021,22,stroll,34.0,0.0,13.0
2987,2021,22,tsunoda,20.0,0.0,14.0
2988,2021,22,russell,16.0,0.0,15.0
2989,2021,22,raikkonen,10.0,0.0,16.0
2990,2021,22,latifi,7.0,0.0,17.0
2991,2021,22,giovinazzi,3.0,0.0,18.0
2992,2021,22,mick_schumacher,0.0,0.0,19.0
2993,2021,22,kubica,0.0,0.0,20.0
2994,2021,22,mazepin,0.0,0.0,21.0
2995,2022,1,leclerc,0.0,0.0,0.0
2996,2022,1,sainz,0.0,0.0,0.0
2997,2022,1,hamilton,0.0,0.0,0.0
2998,2022,1,russell,0.0,0.0,0.0
2999,2022,1,kevin_magnussen,0.0,0.0,0.0
3000,2022,1,bottas,0.0,0.0,0.0
3001,2022,1,ocon,0.0,0.0,0.0
3002,2022,1,tsunoda,0.0,0.0,0.0
3003,2022,1,alonso,0.0,0.0,0.0
3004,2022,1,zhou,0.0,0.0,0.0
3005,2022,1,mick_schumacher,0.0,0.0,0.0
3006,2022,1,stroll,0.0,0.0,0.0
3007,2022,1,albon,0.0,0.0,0.0
3008,2022,1,ricciardo,0.0,0.0,0.0
3009,2022,1,norris,0.0,0.0,0.0
3010,2022,1,latifi,0.0,0.0,0.0
3011,2022,1,hulkenberg,0.0,0.0,0.0
3012,2022,1,perez,0.0,0.0,0.0
3013,2022,1,max_verstappen,0.0,0.0,0.0
3014,2022,1,gasly,0.0,0.0,0.0
3015,2022,2,leclerc,26.0,1.0,1.0
3016,2022,2,sainz,18.0,0.0,2.0
3017,2022,2,max_verstappen,0.0,0.0,19.0
3018,2022,2,russell,12.0,0.0,4.0
3019,2022,2,hamilton,15.0,0.0,3.0
3020,2022,2,ocon,6.0,0.0,7.0
3021,2022,2,perez,0.0,0.0,18.0
3022,2022,2,kevin_magnussen,10.0,0.0,5.0
3023,2022,2,bottas,8.0,0.0,6.0
3024,2022,2,norris,0.0,0.0,15.0
3025,2022,2,tsunoda,4.0,0.0,8.0
3026,2022,2,gasly,0.0,0.0,20.0
3027,2022,2,alonso,2.0,0.0,9.0
3028,2022,2,zhou,1.0,0.0,10.0
3029,2022,2,mick_schumacher,0.0,0.0,11.0
3030,2022,2,stroll,0.0,0.0,12.0
3031,2022,2,hulkenberg,0.0,0.0,17.0
3032,2022,2,albon,0.0,0.0,13.0
3033,2022,2,ricciardo,0.0,0.0,14.0
3034,2022,2,latifi,0.0,0.0,16.0
3035,2022,3,leclerc,45.0,1.0,1.0
3036,2022,3,russell,22.0,0.0,4.0
3037,2022,3,sainz,33.0,0.0,2.0
3038,2022,3,perez,12.0,0.0,7.0
3039,2022,3,hamilton,16.0,0.0,5.0
3040,2022,3,max_verstappen,25.0,1.0,3.0
3041,2022,3,ocon,14.0,0.0,6.0
3042,2022,3,norris,6.0,0.0,10.0
3043,2022,3,kevin_magnussen,12.0,0.0,8.0
3044,2022,3,bottas,8.0,0.0,9.0
3045,2022,3,ricciardo,0.0,0.0,19.0
3046,2022,3,gasly,4.0,0.0,12.0
3047,2022,3,tsunoda,4.0,0.0,11.0
3048,2022,3,alonso,2.0,0.0,13.0
3049,2022,3,zhou,1.0,0.0,14.0
3050,2022,3,albon,0.0,0.0,18.0
3051,2022,3,mick_schumacher,0.0,0.0,15.0
3052,2022,3,stroll,0.0,0.0,16.0
3053,2022,3,hulkenberg,0.0,0.0,17.0
3054,2022,3,latifi,0.0,0.0,20.0
3055,2022,3,vettel,0.0,0.0,0.0
3056,2022,4,leclerc,71.0,2.0,1.0
3057,2022,4,max_verstappen,25.0,1.0,6.0
3058,2022,4,perez,30.0,0.0,4.0
3059,2022,4,russell,37.0,0.0,2.0
3060,2022,4,sainz,33.0,0.0,3.0
3061,2022,4,norris,16.0,0.0,8.0
3062,2022,4,hamilton,28.0,0.0,5.0
3063,2022,4,bottas,12.0,0.0,10.0
3064,2022,4,ocon,20.0,0.0,7.0
3065,2022,4,kevin_magnussen,12.0,0.0,9.0
3066,2022,4,ricciardo,8.0,0.0,11.0
3067,2022,4,tsunoda,4.0,0.0,13.0
3068,2022,4,gasly,6.0,0.0,12.0
3069,2022,4,vettel,0.0,0.0,21.0
3070,2022,4,alonso,2.0,0.0,14.0
3071,2022,4,zhou,1.0,0.0,15.0
3072,2022,4,albon,1.0,0.0,16.0
3073,2022,4,stroll,0.0,0.0,18.0
3074,2022,4,mick_schumacher,0.0,0.0,17.0
3075,2022,4,hulkenberg,0.0,0.0,19.0
3076,2022,4,latifi,0.0,0.0,20.0
3077,2022,5,leclerc,86.0,2.0,1.0
3078,2022,5,max_verstappen,59.0,2.0,2.0
3079,2022,5,perez,54.0,0.0,3.0
3080,2022,5,russell,49.0,0.0,4.0
3081,2022,5,sainz,38.0,0.0,5.0
3082,2022,5,hamilton,28.0,0.0,7.0
3083,2022,5,norris,35.0,0.0,6.0
3084,2022,5,bottas,24.0,0.0,8.0
3085,2022,5,ocon,20.0,0.0,9.0
3086,2022,5,kevin_magnussen,15.0,0.0,10.0
3087,2022,5,ricciardo,11.0,0.0,11.0
3088,2022,5,tsunoda,10.0,0.0,12.0
3089,2022,5,gasly,6.0,0.0,13.0
3090,2022,5,vettel,4.0,0.0,14.0
3091,2022,5,albon,1.0,0.0,17.0
3092,2022,5,alonso,2.0,0.0,15.0
3093,2022,5,stroll,1.0,0.0,18.0
3094,2022,5,zhou,1.0,0.0,16.0
3095,2022,5,mick_schumacher,0.0,0.0,19.0
3096,2022,5,hulkenberg,0.0,0.0,20.0
3097,2022,5,latifi,0.0,0.0,21.0
3098,2022,6,max_verstappen,85.0,3.0,2.0
3099,2022,6,leclerc,104.0,2.0,1.0
3100,2022,6,perez,66.0,0.0,3.0
3101,2022,6,russell,59.0,0.0,4.0
3102,2022,6,sainz,53.0,0.0,5.0
3103,2022,6,hamilton,36.0,0.0,6.0
3104,2022,6,norris,35.0,0.0,7.0
3105,2022,6,bottas,30.0,0.0,8.0
3106,2022,6,ocon,24.0,0.0,9.0
3107,2022,6,kevin_magnussen,15.0,0.0,10.0
3108,2022,6,tsunoda,10.0,0.0,12.0
3109,2022,6,ricciardo,11.0,0.0,11.0
3110,2022,6,gasly,6.0,0.0,13.0
3111,2022,6,vettel,4.0,0.0,14.0
3112,2022,6,alonso,2.0,0.0,16.0
3113,2022,6,albon,3.0,0.0,15.0
3114,2022,6,stroll,2.0,0.0,17.0
3115,2022,6,zhou,1.0,0.0,18.0
3116,2022,6,mick_schumacher,0.0,0.0,19.0
3117,2022,6,hulkenberg,0.0,0.0,20.0
3118,2022,6,latifi,0.0,0.0,21.0
3119,2022,7,max_verstappen,110.0,4.0,1.0
3120,2022,7,leclerc,104.0,2.0,2.0
3121,2022,7,perez,85.0,0.0,3.0
3122,2022,7,russell,74.0,0.0,4.0
3123,2022,7,sainz,65.0,0.0,5.0
3124,2022,7,hamilton,46.0,0.0,6.0
3125,2022,7,norris,39.0,0.0,7.0
3126,2022,7,bottas,38.0,0.0,8.0
3127,2022,7,ocon,30.0,0.0,9.0
3128,2022,7,kevin_magnussen,15.0,0.0,10.0
3129,2022,7,ricciardo,11.0,0.0,12.0
3130,2022,7,tsunoda,11.0,0.0,11.0
3131,2022,7,alonso,4.0,0.0,15.0
3132,2022,7,gasly,6.0,0.0,13.0
3133,2022,7,vettel,4.0,0.0,14.0
3134,2022,7,albon,3.0,0.0,16.0
3135,2022,7,stroll,2.0,0.0,17.0
3136,2022,7,zhou,1.0,0.0,18.0
3137,2022,7,mick_schumacher,0.0,0.0,19.0
3138,2022,7,hulkenberg,0.0,0.0,20.0
3139,2022,7,latifi,0.0,0.0,21.0
3140,2022,8,max_verstappen,125.0,4.0,1.0
3141,2022,8,perez,110.0,1.0,3.0
3142,2022,8,leclerc,116.0,2.0,2.0
3143,2022,8,russell,84.0,0.0,4.0
3144,2022,8,sainz,83.0,0.0,5.0
3145,2022,8,hamilton,50.0,0.0,6.0
3146,2022,8,norris,48.0,0.0,7.0
3147,2022,8,bottas,40.0,0.0,8.0
3148,2022,8,ocon,30.0,0.0,9.0
3149,2022,8,gasly,6.0,0.0,14.0
3150,2022,8,alonso,10.0,0.0,13.0
3151,2022,8,kevin_magnussen,15.0,0.0,10.0
3152,2022,8,ricciardo,11.0,0.0,11.0
3153,2022,8,vettel,5.0,0.0,15.0
3154,2022,8,tsunoda,11.0,0.0,12.0
3155,2022,8,albon,3.0,0.0,16.0
3156,2022,8,stroll,2.0,0.0,17.0
3157,2022,8,zhou,1.0,0.0,18.0
3158,2022,8,mick_schumacher,0.0,0.0,19.0
3159,2022,8,hulkenberg,0.0,0.0,20.0
3160,2022,8,latifi,0.0,0.0,21.0
3161,2022,9,max_verstappen,150.0,5.0,1.0
3162,2022,9,perez,129.0,1.0,2.0
3163,2022,9,leclerc,116.0,2.0,3.0
3164,2022,9,russell,99.0,0.0,4.0
3165,2022,9,sainz,83.0,0.0,5.0
3166,2022,9,hamilton,62.0,0.0,6.0
3167,2022,9,norris,50.0,0.0,7.0
3168,2022,9,bottas,40.0,0.0,8.0
3169,2022,9,ocon,31.0,0.0,9.0
3170,2022,9,alonso,16.0,0.0,11.0
3171,2022,9,gasly,16.0,0.0,10.0
3172,2022,9,kevin_magnussen,15.0,0.0,12.0
3173,2022,9,ricciardo,15.0,0.0,13.0
3174,2022,9,vettel,13.0,0.0,14.0
3175,2022,9,tsunoda,11.0,0.0,15.0
3176,2022,9,zhou,1.0,0.0,18.0
3177,2022,9,albon,3.0,0.0,16.0
3178,2022,9,stroll,2.0,0.0,17.0
3179,2022,9,mick_schumacher,0.0,0.0,19.0
3180,2022,9,hulkenberg,0.0,0.0,20.0
3181,2022,9,latifi,0.0,0.0,21.0
3182,2022,10,max_verstappen,175.0,6.0,1.0
3183,2022,10,perez,129.0,1.0,2.0
3184,2022,10,leclerc,126.0,2.0,3.0
3185,2022,10,sainz,102.0,0.0,5.0
3186,2022,10,russell,111.0,0.0,4.0
3187,2022,10,hamilton,77.0,0.0,6.0
3188,2022,10,norris,50.0,0.0,7.0
3189,2022,10,bottas,46.0,0.0,8.0
3190,2022,10,ocon,39.0,0.0,9.0
3191,2022,10,alonso,18.0,0.0,10.0
3192,2022,10,gasly,16.0,0.0,11.0
3193,2022,10,kevin_magnussen,15.0,0.0,12.0
3194,2022,10,vettel,13.0,0.0,14.0
3195,2022,10,ricciardo,15.0,0.0,13.0
3196,2022,10,tsunoda,11.0,0.0,15.0
3197,2022,10,zhou,5.0,0.0,16.0
3198,2022,10,mick_schumacher,0.0,0.0,19.0
3199,2022,10,albon,3.0,0.0,17.0
3200,2022,10,stroll,3.0,0.0,18.0
3201,2022,10,latifi,0.0,0.0,21.0
3202,2022,10,hulkenberg,0.0,0.0,20.0
3203,2022,11,max_verstappen,181.0,6.0,1.0
3204,2022,11,leclerc,138.0,2.0,3.0
3205,2022,11,perez,147.0,1.0,2.0
3206,2022,11,sainz,127.0,1.0,4.0
3207,2022,11,russell,111.0,0.0,5.0
3208,2022,11,hamilton,93.0,0.0,6.0
3209,2022,11,norris,58.0,0.0,7.0
3210,2022,11,ocon,39.0,0.0,9.0
3211,2022,11,bottas,46.0,0.0,8.0
3212,2022,11,alonso,28.0,0.0,10.0
3213,2022,11,kevin_magnussen,16.0,0.0,12.0
3214,2022,11,ricciardo,15.0,0.0,14.0
3215,2022,11,gasly,16.0,0.0,11.0
3216,2022,11,vettel,15.0,0.0,13.0
3217,2022,11,mick_schumacher,4.0,0.0,17.0
3218,2022,11,tsunoda,11.0,0.0,15.0
3219,2022,11,zhou,5.0,0.0,16.0
3220,2022,11,albon,3.0,0.0,18.0
3221,2022,11,stroll,3.0,0.0,19.0
3222,2022,11,latifi,0.0,0.0,20.0
3223,2022,11,hulkenberg,0.0,0.0,21.0
3224,2022,12,max_verstappen,208.0,6.0,1.0
3225,2022,12,leclerc,170.0,3.0,2.0
3226,2022,12,perez,151.0,1.0,3.0
3227,2022,12,sainz,133.0,1.0,4.0
3228,2022,12,russell,128.0,0.0,5.0
3229,2022,12,hamilton,109.0,0.0,6.0
3230,2022,12,norris,64.0,0.0,7.0
3231,2022,12,ocon,52.0,0.0,8.0
3232,2022,12,bottas,46.0,0.0,9.0
3233,2022,12,alonso,29.0,0.0,10.0
3234,2022,12,kevin_magnussen,22.0,0.0,11.0
3235,2022,12,ricciardo,17.0,0.0,12.0
3236,2022,12,gasly,16.0,0.0,13.0
3237,2022,12,vettel,15.0,0.0,14.0
3238,2022,12,mick_schumacher,12.0,0.0,15.0
3239,2022,12,tsunoda,11.0,0.0,16.0
3240,2022,12,zhou,5.0,0.0,17.0
3241,2022,12,stroll,3.0,0.0,19.0
3242,2022,12,albon,3.0,0.0,18.0
3243,2022,12,latifi,0.0,0.0,20.0
3244,2022,12,hulkenberg,0.0,0.0,21.0
3245,2022,13,max_verstappen,233.0,7.0,1.0
3246,2022,13,leclerc,170.0,3.0,2.0
3247,2022,13,perez,163.0,1.0,3.0
3248,2022,13,russell,143.0,0.0,5.0
3249,2022,13,sainz,144.0,1.0,4.0
3250,2022,13,hamilton,127.0,0.0,6.0
3251,2022,13,norris,70.0,0.0,7.0
3252,2022,13,ocon,56.0,0.0,8.0
3253,2022,13,bottas,46.0,0.0,9.0
3254,2022,13,alonso,37.0,0.0,10.0
3255,2022,13,kevin_magnussen,22.0,0.0,11.0
3256,2022,13,ricciardo,19.0,0.0,12.0
3257,2022,13,gasly,16.0,0.0,13.0
3258,2022,13,vettel,15.0,0.0,14.0
3259,2022,13,mick_schumacher,12.0,0.0,15.0
3260,2022,13,tsunoda,11.0,0.0,16.0
3261,2022,13,zhou,5.0,0.0,17.0
3262,2022,13,stroll,4.0,0.0,18.0
3263,2022,13,albon,3.0,0.0,19.0
3264,2022,13,latifi,0.0,0.0,20.0
3265,2022,13,hulkenberg,0.0,0.0,21.0
3266,2022,14,max_verstappen,258.0,8.0,1.0
3267,2022,14,perez,173.0,1.0,3.0
3268,2022,14,leclerc,178.0,3.0,2.0
3269,2022,14,sainz,156.0,1.0,5.0
3270,2022,14,russell,158.0,0.0,4.0
3271,2022,14,hamilton,146.0,0.0,6.0
3272,2022,14,norris,76.0,0.0,7.0
3273,2022,14,ocon,58.0,0.0,8.0
3274,2022,14,alonso,41.0,0.0,10.0
3275,2022,14,bottas,46.0,0.0,9.0
3276,2022,14,kevin_magnussen,22.0,0.0,11.0
3277,2022,14,vettel,16.0,0.0,14.0
3278,2022,14,ricciardo,19.0,0.0,12.0
3279,2022,14,gasly,16.0,0.0,13.0
3280,2022,14,mick_schumacher,12.0,0.0,15.0
3281,2022,14,tsunoda,11.0,0.0,16.0
3282,2022,14,zhou,5.0,0.0,17.0
3283,2022,14,albon,3.0,0.0,19.0
3284,2022,14,stroll,4.0,0.0,18.0
3285,2022,14,latifi,0.0,0.0,20.0
3286,2022,14,hulkenberg,0.0,0.0,21.0
3287,2022,15,max_verstappen,284.0,9.0,1.0
3288,2022,15,leclerc,186.0,3.0,3.0
3289,2022,15,perez,191.0,1.0,2.0
3290,2022,15,russell,170.0,0.0,5.0
3291,2022,15,sainz,171.0,1.0,4.0
3292,2022,15,hamilton,146.0,0.0,6.0
3293,2022,15,norris,76.0,0.0,7.0
3294,2022,15,ocon,64.0,0.0,8.0
3295,2022,15,alonso,51.0,0.0,9.0
3296,2022,15,bottas,46.0,0.0,10.0
3297,2022,15,kevin_magnussen,22.0,0.0,11.0
3298,2022,15,vettel,20.0,0.0,12.0
3299,2022,15,ricciardo,19.0,0.0,13.0
3300,2022,15,gasly,18.0,0.0,14.0
3301,2022,15,mick_schumacher,12.0,0.0,15.0
3302,2022,15,tsunoda,11.0,0.0,16.0
3303,2022,15,zhou,5.0,0.0,17.0
3304,2022,15,stroll,4.0,0.0,19.0
3305,2022,15,albon,4.0,0.0,18.0
3306,2022,15,latifi,0.0,0.0,20.0
3307,2022,15,hulkenberg,0.0,0.0,21.0
3308,2022,16,max_verstappen,310.0,10.0,1.0
3309,2022,16,leclerc,201.0,3.0,2.0
3310,2022,16,perez,201.0,1.0,3.0
3311,2022,16,russell,188.0,0.0,4.0
3312,2022,16,sainz,175.0,1.0,5.0
3313,2022,16,hamilton,158.0,0.0,6.0
3314,2022,16,norris,82.0,0.0,7.0
3315,2022,16,ocon,66.0,0.0,8.0
3316,2022,16,alonso,59.0,0.0,9.0
3317,2022,16,bottas,46.0,0.0,10.0
3318,2022,16,gasly,18.0,0.0,14.0
3319,2022,16,kevin_magnussen,22.0,0.0,11.0
3320,2022,16,vettel,20.0,0.0,12.0
3321,2022,16,ricciardo,19.0,0.0,13.0
3322,2022,16,mick_schumacher,12.0,0.0,15.0
3323,2022,16,tsunoda,11.0,0.0,16.0
3324,2022,16,zhou,5.0,0.0,17.0
3325,2022,16,stroll,5.0,0.0,18.0
3326,2022,16,albon,4.0,0.0,19.0
3327,2022,16,de_vries,0.0,0.0,0.0
3328,2022,16,latifi,0.0,0.0,20.0
3329,2022,16,hulkenberg,0.0,0.0,21.0
3330,2022,17,max_verstappen,335.0,11.0,1.0
3331,2022,17,leclerc,219.0,3.0,2.0
3332,2022,17,perez,210.0,1.0,3.0
3333,2022,17,russell,203.0,0.0,4.0
3334,2022,17,sainz,187.0,1.0,5.0
3335,2022,17,hamilton,168.0,0.0,6.0
3336,2022,17,norris,88.0,0.0,7.0
3337,2022,17,ocon,66.0,0.0,8.0
3338,2022,17,alonso,59.0,0.0,9.0
3339,2022,17,bottas,46.0,0.0,10.0
3340,2022,17,ricciardo,19.0,0.0,14.0
3341,2022,17,vettel,20.0,0.0,13.0
3342,2022,17,gasly,22.0,0.0,11.0
3343,2022,17,kevin_magnussen,22.0,0.0,12.0
3344,2022,17,stroll,5.0,0.0,18.0
3345,2022,17,mick_schumacher,12.0,0.0,15.0
3346,2022,17,tsunoda,11.0,0.0,16.0
3347,2022,17,zhou,6.0,0.0,17.0
3348,2022,17,albon,4.0,0.0,19.0
3349,2022,17,de_vries,2.0,0.0,20.0
3350,2022,17,latifi,0.0,0.0,21.0
3351,2022,17,hulkenberg,0.0,0.0,22.0
3352,2022,18,max_verstappen,341.0,11.0,1.0
3353,2022,18,perez,235.0,2.0,3.0
3354,2022,18,leclerc,237.0,3.0,2.0
3355,2022,18,russell,203.0,0.0,4.0
3356,2022,18,sainz,202.0,1.0,5.0
3357,2022,18,hamilton,170.0,0.0,6.0
3358,2022,18,norris,100.0,0.0,7.0
3359,2022,18,ocon,66.0,0.0,8.0
3360,2022,18,alonso,59.0,0.0,9.0
3361,2022,18,bottas,46.0,0.0,10.0
3362,2022,18,vettel,24.0,0.0,12.0
3363,2022,18,ricciardo,29.0,0.0,11.0
3364,2022,18,gasly,23.0,0.0,13.0
3365,2022,18,kevin_magnussen,22.0,0.0,14.0
3366,2022,18,stroll,13.0,0.0,15.0
3367,2022,18,mick_schumacher,12.0,0.0,16.0
3368,2022,18,tsunoda,11.0,0.0,17.0
3369,2022,18,zhou,6.0,0.0,18.0
3370,2022,18,albon,4.0,0.0,19.0
3371,2022,18,latifi,0.0,0.0,21.0
3372,2022,18,de_vries,2.0,0.0,20.0
3373,2022,18,hulkenberg,0.0,0.0,22.0
3374,2022,19,max_verstappen,366.0,12.0,1.0
3375,2022,19,leclerc,252.0,3.0,3.0
3376,2022,19,perez,253.0,2.0,2.0
3377,2022,19,russell,207.0,0.0,4.0
3378,2022,19,sainz,202.0,1.0,5.0
3379,2022,19,hamilton,180.0,0.0,6.0
3380,2022,19,norris,101.0,0.0,7.0
3381,2022,19,ocon,78.0,0.0,8.0
3382,2022,19,alonso,65.0,0.0,9.0
3383,2022,19,bottas,46.0,0.0,10.0
3384,2022,19,vettel,32.0,0.0,11.0
3385,2022,19,ricciardo,29.0,0.0,12.0
3386,2022,19,kevin_magnussen,22.0,0.0,14.0
3387,2022,19,gasly,23.0,0.0,13.0
3388,2022,19,stroll,13.0,0.0,15.0
3389,2022,19,mick_schumacher,12.0,0.0,16.0
3390,2022,19,tsunoda,11.0,0.0,17.0
